,uid,facname,number,street,address,city,borough,borocode,postcode,latitude,longitude,xcoord,ycoord,bin,bbl,community board,council district,census tract,nta,facgroup,facsubgrp,factype,capacity,captype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,facdomain,schooldist,policeprct,servarea
28675,bf0b9d151a9644fdfd0d29cb4e6a80ee,TRIBORO HOSPITAL FOR TUBERCULOSIS,,,,JAMAICA,Queens,4,11432.0,40.717569710700005,-73.8075437432,1037600.3235200001,200765.121293,0,4068580100,408,24,126700,QN38,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",28.0,107,Local
28676,99de06301ef87a20670f99913a26c47f,TRIBORO PLAZA,,,,NEW YORK,Manhattan,1,10035.0,40.802302979299995,-73.9325203837,1002932.08972,231584.816846,0,0,111,8,24200,MN34,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PARKWAY,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",4.0,25,Local
28677,3286f367e7c29e9d260fc5a3588b7c50,TRIBOROUGH BRIDGE PLAYGROUND B,,,,ASTORIA,Queens,4,11102.0,40.774618894899994,-73.9230711428,1005557.0194100001,221500.71528200002,0,4008740001,401,22,9500,QN72,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",30.0,114,Local
28678,88bb99e1f89cf35c85440b7e527ca712,TRIBOROUGH BRIDGE PLAYGROUND C,,,,ASTORIA,Queens,4,11102.0,40.7739775833,-73.9222387704,1005787.7693200001,221267.26763400002,0,4008730001,401,22,9500,QN72,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,RECREATION FIELD/COURTS,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",30.0,114,Local
28679,f20d0f832eac2ba67100d13c6ba9fe21,TRIBOROUGH BRIDGE PLAYGROUND D,,,,ASTORIA,Queens,4,11102.0,40.773493046,-73.9215565425,1005976.88612,221090.90299699997,0,4008630001,401,22,9500,QN72,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,RECREATION FIELD/COURTS,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",30.0,114,Local
28680,c81782a3bab1e10335448647b7d56e05,TRIBOROUGH BRIDGE PLAYGROUND E,,,,ASTORIA,Queens,4,11102.0,40.7730038161,-73.9208746817,1006165.90556,220912.83012800003,0,4008620001,401,22,9500,QN72,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,RECREATION FIELD/COURTS,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",30.0,114,Local
28682,9774ebb879f071e24b807fc4d84c3534,TRIBUTE PARK,,,,FAR ROCKAWAY,Queens,4,11694.0,40.582096781,-73.8390801008,1028948.8885700001,151391.041462,0,4161900018,414,32,93402,QN10,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",27.0,100,Local
28687,95aa5bc1dbb5939127012d5ffbe9ef07,TRINITY AND UNITED STATES REALTY COMPANY BUILDINGS,,,,NEW YORK,Manhattan,1,10006.0,40.7088279209,-74.0115591572,981045.291734,197521.82633900002,0,0,101,1,1300,MN25,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
28688,a8daf70214ec6f57d1986bf171f50d16,TRINITY CHAPEL,,,,FAR ROCKAWAY,Queens,4,11691.0,40.6038766033,-73.7509230665,1053413.74334,159383.257801,0,4155590001,414,31,103202,QN15,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",27.0,101,Local
28689,c4d6263de2d821b22f0f6a21c59be796,TRINITY CHAPEL COMPLEX,,,,NEW YORK,Manhattan,1,10010.0,40.7437375746,-73.98982956,987068.2178969999,210240.44793599998,0,1008270022,105,3,5800,MN13,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,13,Local
28690,5112d8928dac50d60936a0a0c7865fb2,TRINITY CHURCH AND GRAVEYARD,,,,NEW YORK,Manhattan,1,10006.0,40.7081559711,-74.0120561574,980907.467686,197277.033344,0,1000490001,101,1,1300,MN25,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
28691,a889ea01a19e4b6bc6d29cbe5578f796,TRINITY EVANGELICAL LUTHERAN CHURCH OF MANHATTAN,,,,NEW YORK,Manhattan,1,10025.0,40.7962129003,-73.9681055233,993080.963608,229360.400284,0,1018520059,107,7,18500,MN12,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",3.0,24,Local
28693,04aa8afc54e94051d854f11b615ec96b,TRINITY LUTHERAN CHURCH,,,,LONG ISLAND CITY,Queens,4,11106.0,40.7617826754,-73.9192716007,1006613.6899100001,216825.003546,0,4006490042,401,22,6100,QN70,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",30.0,114,Local
28694,bef2fbfc119c4d58b95321d8b896faf4,TRINITY PARK,180,SANDS STREET,180 SANDS STREET,BROOKLYN,Brooklyn,3,11201.0,40.699158000000004,-73.984229,988623.051143,193998.966979,0,3000890001,302,33,2300,BK38,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PARKWAY,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",13.0,84,Local
28706,ee90bdb20f1019b450df985305b8575c,TROLLEY CAR TRIANGLE,,,,EAST ELMHURST,Queens,4,11369.0,40.762293437,-73.8724295145,1019589.7852700001,217026.518959,0,4013760008,403,21,36100,QN27,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",30.0,115,Local
28709,b20295be39ddad819aaeb9488d381353,TRUCE GARDEN,143,ST NICHOLAS AVENUE,143 ST NICHOLAS AVENUE,NEW YORK,Manhattan,1,10026.0,40.804553999999996,-73.953079,997239.889103,232401.226036,0,1019230020,110,9,21800,MN11,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",3.0,28,Local
28713,M070021,TRUMP INTERNATIONAL HOTEL AND TOWER,1,CENTRAL PARK WEST,1 CENTRAL PARK WEST,NEW YORK,Manhattan,1,10023.0,40.769108,-73.98162099999999,989340.861592,219484.090324,1027191,1011137502,107,3,14500,MN14,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",3.0,20,Local
28714,M080086,TRUMP PALACE,200,EAST 69 STREET,200 EAST 69 STREET,NEW YORK,Manhattan,1,10021.0,40.767289,-73.961762,994841.9624399999,218823.146004,1043902,1014237501,108,4,11800,MN31,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
28715,M080002,TRUMP PLAZA,167,EAST 61 STREET,167 EAST 61 STREET,NEW YORK,Manhattan,1,10065.0,40.7632296457,-73.9657062837,993749.9711459999,217343.736959,1041986,1013960033,108,4,11402,MN40,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
28716,M050014,TRUMP TOWER,725,FIFTH AVENUE,725 FIFTH AVENUE,NEW YORK,Manhattan,1,10022.0,40.762311,-73.973894,991481.9275100001,217008.262163,1035794,1012927501,105,4,11202,MN17,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,18,Local
28717,M060018,TRUMP WORLD TOWER,845,FIRST AVENUE,845 FIRST AVENUE,NEW YORK,Manhattan,1,10017.0,40.752562,-73.96781999999999,993165.861847,213456.94361800002,1038909,1013407501,106,4,9000,MN19,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
28718,ab211e8e06c4fc5dcf3c5fc096fba74e,TRUST TRIANGLE,,,,BROOKLYN,Brooklyn,3,11234.0,40.6162571043,-73.9296044793,1003793.8447299999,163803.31765,0,0,318,46,67400,BK58,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",22.0,63,Local
28723,38ff4c31959fcfbe437275bb48c8ad63,TRYGVE LIE PLAZA,725,1 AVENUE,725 1 AVENUE,NEW YORK,Manhattan,1,10017.0,40.748583,-73.97038,992457.072815,212007.015501,0,1013340023,106,4,8800,MN19,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
28728,d90f8ccf7930fa96a46ea73cccf82629,TUCKER PLACE,,,,BROOKLYN,Brooklyn,3,11235.0,40.5834736541,-73.9413946613,1000528.5385200001,151857.059331,0,3088130050,315,48,60800,BK17,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",22.0,61,Local
28730,bd1edd4265107ce8714186fc5a35a0a2,TUDOR CITY HISTORIC DISTRICT,,,,NEW YORK,Manhattan,1,10017.0,40.7490967795,-73.9708883909,992316.1462950001,212194.15465399998,0,0,106,4,8800,MN19,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
28731,fb6ef61bb9b8b68759058b4757cf5f3f,TUDOR GROVE PLAYGROUND,328,EAST 42 STREET,328 EAST 42 STREET,NEW YORK,Manhattan,1,10017.0,40.749047,-73.971152,992243.112349,212175.994224,0,1013340037,106,4,8800,MN19,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
28732,365f771db37bedd2514c800e2978df0d,TUDOR MALLS,,,,OZONE PARK,Queens,4,11417.0,40.6740319442,-73.8522056821,1025246.4738700001,184879.00406900002,0,0,410,32,5800,QN56,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",MALL,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",27.0,106,Local
28733,bccd509c7b6b79676ce8146bef25f242,TUDOR PARK,,,,OZONE PARK,Queens,4,11417.0,40.6726227163,-73.8521294565,1025268.48467,184365.618578,0,4113630029,410,32,5800,QN56,PARKS AND PLAZAS,PARKS,COMMUNITY PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",27.0,106,Local
28748,69d676fa1896ef256567054f13a7753a,TURTLE BAY GARDENS HISTORIC DISTRICT,,,,NEW YORK,Manhattan,1,10017.0,40.7543066741,-73.9700634069,992544.0813770001,214092.364501,0,1013220034,106,4,9000,MN19,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
28750,b0d3c9f4eaa5913294ad9ae0ae89b123,TURTLE PLAYGROUND,,,,FLUSHING,Queens,4,11367.0,40.7421389474,-73.8274322389,1032069.45606,209704.956036,0,0,407,24,80302,QN62,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",25.0,109,Local
28757,25a55e67106687aafe7039ffc0fff808,TWEED COURTHOUSE,,,,NEW YORK,Manhattan,1,10007.0,40.7133929141,-74.005551486,982710.9885950001,199184.828857,0,1001220001,101,1,3100,MN24,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
28758,19ff6baecbe9fade323026d33ec178f3,TWENTY-FOUR SYCAMORES PARK,501,EAST 60 STREET,501 EAST 60 STREET,NEW YORK,Manhattan,1,10022.0,40.7594103127,-73.95886150689999,995646.749798,215953.04517800003,1085631,1014740021,108,5,10602,MN31,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
28759,65c0c88fc6a3aee7ed50a35cc1134599,TWENTY-THIRD REGIMENT ARMORY,,,,BROOKLYN,Brooklyn,3,11216.0,40.6784373483,-73.9538236201,997057.9654610001,186452.810173,0,3011990015,308,35,22100,BK61,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",17.0,77,Local
28761,33a132941a352e33816f2c37509ecd13,TWO BRIDGES HISTORIC DISTRICT,,,,NEW YORK,Manhattan,1,10002.0,40.7122543262,-73.9959397398,985375.6253780001,198769.98405199999,0,1002770007,103,1,800,MN27,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,5,Local
28767,2de6ece6507b68b508e08f002c210996,TWO COVES COMMUNITY GARDEN,8-00,ASTORIA BOULEVARD,8-00 ASTORIA BOULEVARD,ASTORIA,Queens,4,11102.0,40.772375,-73.932356,1002986.0202799999,220681.06735599999,0,4005080020,401,22,8100,QN71,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",30.0,114,Local
28768,M010006,TWO FEDERAL RESERVE PLAZA,33,MAIDEN LANE,33 MAIDEN LANE,NEW YORK,Manhattan,1,10038.0,40.7090937543,-74.0084904039,981896.094919,197618.580113,1001109,1000670023,101,1,1502,MN25,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
28770,M010050,TWO GOLD,2,GOLD STREET,2 GOLD STREET,NEW YORK,Manhattan,1,10038.0,40.707313228400004,-74.0069821326,982314.200874,196969.843928,1087146,1000690018,101,1,1502,MN25,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
28771,M060027,TWO GRAND CENTRAL TOWER,140,EAST 45 STREET,140 EAST 45 STREET,NEW YORK,Manhattan,1,10017.0,40.7527280503,-73.974091424,991428.2694239999,213516.864997,1036176,1012990027,106,4,9200,MN19,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
28772,M070012,TWO LINCOLN SQUARE,2,LINCOLN SQUARE,2 LINCOLN SQUARE,NEW YORK,Manhattan,1,10023.0,40.7731400156,-73.9813882312,989405.0248799999,220953.10161500002,1028159,1011180001,107,6,14900,MN14,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",3.0,20,Local
28776,M050068,TWO PENN PLAZA/MADISON SQUARE GARDEN,2,PENNSYLVANIA PLAZA,2 PENNSYLVANIA PLAZA,NEW YORK,Manhattan,1,10121.0,40.7499731017,-73.9921863456,986414.952515,212512.18326199998,1083026,1007810002,105,3,10100,MN17,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,14,Local
28787,52f3ef4994a3dd5e37853f5814dbfbb2,U.S. ARMY MILITARY OCEAN TERMINAL,,,,,Brooklyn,3,,40.6452046785,-74.0271898827,976704.5703319999,174343.01191,0,3057780001,307,38,1800,,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",,0,Local
28788,af3ccaeb4202e4f1272b2ba4829ca256,U.S. CUSTOMHOUSE,,,,NEW YORK,Manhattan,1,10004.0,40.7040447951,-74.0137479491,980438.188577,195779.277599,0,1000120001,101,1,900,MN25,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
28789,0eadc431c379c4f8be20300888be0e3c,U.S. GENERAL POST OFFICE,,,,NEW YORK,Manhattan,1,10001.0,40.7515286125,-73.9958379579,985403.162475,213078.836848,0,1007550040,104,3,10300,MN13,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,14,Local
28806,564760929423a21121147385879bd65d,UDALL'S COVE AND RAVINE NATURAL RESOURCE AREA,,,,,Queens,4,,40.7768723166,-73.7453720257,1054771.9452799999,222414.853304,0,4081620097,411,19,148300,QN45,PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,NATURAL RESOURCE AREA,0,,,Public,NYS Department of Environmental Conservation,NYSDEC,State,NYS Department of Environmental Conservation,NYSDEC,nysdec_lands,"PARKS, GARDENS, AND HISTORICAL SITES",26.0,111,Regional
28807,080f497fed9592d4ef76eeaecededa4b,UDALL'S COVE AND RAVINE NATURAL RESOURCE AREA,,,,LITTLE NECK,Queens,4,11363.0,40.7703889138,-73.7437116933,1055238.70181,220054.083726,0,4081140106,411,19,147900,QN45,PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,NATURAL RESOURCE AREA,0,,,Public,NYS Department of Environmental Conservation,NYSDEC,State,NYS Department of Environmental Conservation,NYSDEC,nysdec_lands,"PARKS, GARDENS, AND HISTORICAL SITES",26.0,111,Regional
28808,fea9f9c38efd1bd32d0b6157b34f1ece,UDALL'S PARK PRESERVE,,,,LITTLE NECK,Queens,4,11363.0,40.7747856554,-73.7445927641,1054989.9861700002,221655.24403600002,0,4081620097,411,19,148300,QN45,PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,NATURE AREA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",26.0,111,Regional
28828,3e20a06f07af0e4487baf2df75c45902,UMMA PARK,108,WOODRUFF AVENUE,108 WOODRUFF AVENUE,BROOKLYN,Brooklyn,3,11226.0,40.653507020700005,-73.9625714288,994635.4624709999,177368.831336,3116106,3050590022,314,40,50804,BK42,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",17.0,70,Local
28829,0c85d342ebe2472c10570255cf666c34,UMOJA GARDEN,1464,BROADWAY,1464 BROADWAY,BROOKLYN,Brooklyn,3,11221.0,40.6877287909,-73.9194652312,1006584.85452,189844.843081,0,3014840024,303,41,37500,BK35,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",16.0,81,Local
28836,9b3c4da10f65e451f51ff033186d1f3e,UNDERBRIDGE DOG RUN,64-02,GRND CNTRL PARKWAY SR,64-02 GRND CNTRL PARKWAY SR,FOREST HILLS,Queens,4,11375.0,40.7338618721,-73.8452193721,1027145.8795,206680.151094,0,4021840031,406,29,74700,QN17,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",28.0,112,Local
28840,b3204e6e73be72634b19b20615135e55,UNDERHILL PLAYGROUND,121,UNDERHILL AVENUE,121 UNDERHILL AVENUE,BROOKLYN,Brooklyn,3,11238.0,40.6766273365,-73.96549047090001,993822.1852399999,185791.880599,3028863,3011600004,308,35,20500,BK64,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",13.0,77,Local
28841,6be72a225a8541c0525018ca937441e1,UNDERWOOD PARK,336,WAVERLY AVENUE,336 WAVERLY AVENUE,BROOKLYN,Brooklyn,3,11238.0,40.687755948,-73.9669907054,993404.525314,189846.194976,3397848,3019440004,302,35,19700,BK69,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",13.0,88,Local
28845,M060060,UNICEF HOUSE,3,UNITED NATIONS PLAZA,3 UNITED NATIONS PLAZA,NEW YORK,Manhattan,1,10017.0,40.7502797691,-73.96980590279999,992615.929858,212625.257378,1038670,1013360031,106,4,8800,MN19,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
28889,aba1c82f24094581fc86bf9d11fde02d,UNION SQUARE,,,,NEW YORK,Manhattan,1,10003.0,40.7359197521,-73.9902698297,986946.5360209999,207392.15364,0,1008450002,105,2,5200,MN13,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,13,Local
28893,5ca202619484ff1706651263bffa1aef,UNION SQUARE PARK,69,EAST 17 STREET,69 EAST 17 STREET,NEW YORK,Manhattan,1,10003.0,40.7364370647,-73.9899141083,987045.095909,207580.638038,1016108,1008450002,105,2,5200,MN13,PARKS AND PLAZAS,PARKS,COMMUNITY PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,13,Local
